"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 15 12:23:24 GMT 2021","Wed Dec 15 12:23:24 GMT 2021","1","","Service Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.AuthorizationServiceTest","sign in user","Sign in",""
"passed","Wed Dec 15 12:23:20 GMT 2021","Wed Dec 15 12:23:20 GMT 2021","31","","<AddPlacesList/>","","<AddPlacesList/>","render add places list item form","render add places list item form",""
"passed","Wed Dec 15 12:23:26 GMT 2021","Wed Dec 15 12:23:26 GMT 2021","12","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added with exception","Add list to added (exception)",""
"passed","Wed Dec 15 12:23:24 GMT 2021","Wed Dec 15 12:23:24 GMT 2021","5","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get all places lists","Get all places lists",""
"passed","Wed Dec 15 12:23:19 GMT 2021","Wed Dec 15 12:23:19 GMT 2021","18","","<AllPlacesLists/>","","<AllPlacesLists/>","render all places lists","render all places lists",""
"passed","Wed Dec 15 12:23:24 GMT 2021","Wed Dec 15 12:23:24 GMT 2021","3","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add places list","Add places list",""
"passed","Wed Dec 15 12:23:22 GMT 2021","Wed Dec 15 12:23:24 GMT 2021","1397","","System Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.system.AuthorizationSystemTest","all authorization operations","All authorization operations","Sign up, sign up with same credentials, sign in and sign out"
"passed","Wed Dec 15 12:23:25 GMT 2021","Wed Dec 15 12:23:25 GMT 2021","6","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","current user when unauthorized","Current user when unauthorized",""
"passed","Wed Dec 15 12:23:19 GMT 2021","Wed Dec 15 12:23:19 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","getPlacesLists","getPlacesLists",""
"passed","Wed Dec 15 12:23:20 GMT 2021","Wed Dec 15 12:23:20 GMT 2021","8","","<MainPage/>","","<MainPage/>","render unauthorized main page","render unauthorized main page",""
"passed","Wed Dec 15 12:23:26 GMT 2021","Wed Dec 15 12:23:26 GMT 2021","9","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places lists with exception","Get all places lists (exception)",""
"passed","Wed Dec 15 12:23:19 GMT 2021","Wed Dec 15 12:23:19 GMT 2021","5","","<AllPlacesLists/>","","<AllPlacesLists/>","render empty places lists","render empty places lists",""
"passed","Wed Dec 15 12:23:26 GMT 2021","Wed Dec 15 12:23:26 GMT 2021","13","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added","Remove list from added",""
"passed","Wed Dec 15 12:23:26 GMT 2021","Wed Dec 15 12:23:26 GMT 2021","9","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list with error","Get place lists (error)",""
"passed","Wed Dec 15 12:23:21 GMT 2021","Wed Dec 15 12:23:21 GMT 2021","17","","<SignIn/>","","<SignIn/>","render sign in page","render sign in page",""
"passed","Wed Dec 15 12:23:25 GMT 2021","Wed Dec 15 12:23:25 GMT 2021","45","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up success","Sign up with correct data",""
"passed","Wed Dec 15 12:23:21 GMT 2021","Wed Dec 15 12:23:21 GMT 2021","8","","<PlaceItem/>","","<PlaceItem/>","render place item","render place item",""
"passed","Wed Dec 15 12:23:20 GMT 2021","Wed Dec 15 12:23:20 GMT 2021","34","","<MainPage/>","","<MainPage/>","render authorized main page","render authorized main page",""
"passed","Wed Dec 15 12:23:25 GMT 2021","Wed Dec 15 12:23:25 GMT 2021","34","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","current user when authorized","Current user when authorized",""
"passed","Wed Dec 15 12:23:26 GMT 2021","Wed Dec 15 12:23:26 GMT 2021","20","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list","Add places list",""
"passed","Wed Dec 15 12:23:25 GMT 2021","Wed Dec 15 12:23:25 GMT 2021","7","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up failed","Sign up with incorrect data",""
"passed","Wed Dec 15 12:23:26 GMT 2021","Wed Dec 15 12:23:26 GMT 2021","9","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list with exception","Add places list (exception)",""
"passed","Wed Dec 15 12:27:45 GMT 2021","Wed Dec 15 12:27:47 GMT 2021","1968","","PlacesList.spec.mjs","Places lists","","","Add new places list",""
"passed","Wed Dec 15 12:23:18 GMT 2021","Wed Dec 15 12:23:18 GMT 2021","38","","<PlacesList/>","","<PlacesList/>","render other places list when added","render other places list when added",""
"passed","Wed Dec 15 12:23:22 GMT 2021","Wed Dec 15 12:23:22 GMT 2021","43","","<App/>","","<App/>","render app","render app",""
"passed","Wed Dec 15 12:23:19 GMT 2021","Wed Dec 15 12:23:19 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","currentUser","currentUser",""
"passed","Wed Dec 15 12:23:20 GMT 2021","Wed Dec 15 12:23:20 GMT 2021","10","","<Preview/>","","<Preview/>","render unauthorized preview","render unauthorized preview",""
"passed","Wed Dec 15 12:23:24 GMT 2021","Wed Dec 15 12:23:24 GMT 2021","2","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add place","Add place",""
"passed","Wed Dec 15 12:23:22 GMT 2021","Wed Dec 15 12:23:22 GMT 2021","7","","<PlacesListItem/>","","<PlacesListItem/>","render places list item","render places list item",""
"passed","Wed Dec 15 12:23:24 GMT 2021","Wed Dec 15 12:23:24 GMT 2021","3","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add list to added","Add list to added",""
"passed","Wed Dec 15 12:27:49 GMT 2021","Wed Dec 15 12:27:51 GMT 2021","1590","","SignUp.spec.mjs","Sign up","","","Sing up, sign out, sign in and check session",""
"passed","Wed Dec 15 12:23:21 GMT 2021","Wed Dec 15 12:23:21 GMT 2021","24","","<AddPlace/>","","<AddPlace/>","render add place item form","render add place item form",""
"passed","Wed Dec 15 12:23:19 GMT 2021","Wed Dec 15 12:23:19 GMT 2021","1","","Places Service (Client)","","Places Service (Client)","getPlacesList","getPlacesList",""
"passed","Wed Dec 15 12:27:43 GMT 2021","Wed Dec 15 12:27:43 GMT 2021","758","","a11y/Accessibility.spec.mjs","A11y","","","Sign in accessibility",""
"passed","Wed Dec 15 12:23:20 GMT 2021","Wed Dec 15 12:23:20 GMT 2021","17","","<AddPlacesList/>","","<AddPlacesList/>","not render add places list item form for unauthorized","not render add places list item form for unauthorized",""
"passed","Wed Dec 15 12:23:19 GMT 2021","Wed Dec 15 12:23:19 GMT 2021","43","","<MyPlacesLists/>","","<MyPlacesLists/>","render my places lists","render my places lists",""
"passed","Wed Dec 15 12:23:18 GMT 2021","Wed Dec 15 12:23:18 GMT 2021","53","","<PlacesList/>","","<PlacesList/>","render other places list when not added","render other places list when not added",""
"passed","Wed Dec 15 12:23:24 GMT 2021","Wed Dec 15 12:23:24 GMT 2021","2","","Service Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.AuthorizationServiceTest","sign up user","Sign up",""
"passed","Wed Dec 15 12:27:43 GMT 2021","Wed Dec 15 12:27:44 GMT 2021","786","","a11y/Accessibility.spec.mjs","A11y","","","Sign up accessibility",""
"passed","Wed Dec 15 12:23:20 GMT 2021","Wed Dec 15 12:23:20 GMT 2021","8","","<Preview/>","","<Preview/>","render authorized preview","render authorized preview",""
"passed","Wed Dec 15 12:23:24 GMT 2021","Wed Dec 15 12:23:24 GMT 2021","57","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places lists by user","Get places lists by user",""
"passed","Wed Dec 15 12:23:25 GMT 2021","Wed Dec 15 12:23:25 GMT 2021","75","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Wed Dec 15 12:23:24 GMT 2021","Wed Dec 15 12:23:24 GMT 2021","6","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","remove list from added","Remove list from added",""
"passed","Wed Dec 15 12:27:41 GMT 2021","Wed Dec 15 12:27:43 GMT 2021","1422","","a11y/Accessibility.spec.mjs","A11y","","","Home accessibility",""
"passed","Wed Dec 15 12:23:22 GMT 2021","Wed Dec 15 12:23:22 GMT 2021","10","","<Unauthorized/>","","<Unauthorized/>","render unauthorized","render unauthorized",""
"passed","Wed Dec 15 12:23:26 GMT 2021","Wed Dec 15 12:23:26 GMT 2021","6","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list when unauthorized","Add places list (unauthorized)",""
"passed","Wed Dec 15 12:23:26 GMT 2021","Wed Dec 15 12:23:26 GMT 2021","23","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list","Get place lists",""
