"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 15 17:54:52 GMT 2021","Wed Dec 15 17:54:53 GMT 2021","195","","<PlacesList/>","","<PlacesList/>","render owner places list","render owner places list",""
"passed","Wed Dec 15 17:54:53 GMT 2021","Wed Dec 15 17:54:53 GMT 2021","52","","<PlacesList/>","","<PlacesList/>","render other places list when added","render other places list when added",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","16","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get all places lists","Get all places lists",""
"passed","Wed Dec 15 18:00:33 GMT 2021","Wed Dec 15 18:00:35 GMT 2021","1712","","Selenide Places Tests (E2E)","","com.itmo.kkrukhmalev.places.tests.PlacesTest","Sign up and create places list","Sign up and create places list (chrome)",""
"passed","Wed Dec 15 17:54:55 GMT 2021","Wed Dec 15 17:54:55 GMT 2021","29","","<MainPage/>","","<MainPage/>","render authorized main page","render authorized main page",""
"passed","Wed Dec 15 17:54:49 GMT 2021","Wed Dec 15 17:54:49 GMT 2021","45","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places lists by user","Get places lists by user",""
"passed","Wed Dec 15 17:58:35 GMT 2021","Wed Dec 15 17:58:36 GMT 2021","648","","a11y/Accessibility.spec.mjs","A11y","","","Sign up accessibility",""
"passed","Wed Dec 15 17:54:49 GMT 2021","Wed Dec 15 17:54:49 GMT 2021","4","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places list with place by id","Get places list with place by id",""
"passed","Wed Dec 15 18:00:51 GMT 2021","Wed Dec 15 18:01:03 GMT 2021","11599","","Selenide Authorization Tests (E2E)","","com.itmo.kkrukhmalev.places.tests.AuthorizationTest","Sign up and sign in","Sign up and sign in (firefox)",""
"passed","Wed Dec 15 17:54:46 GMT 2021","Wed Dec 15 17:54:48 GMT 2021","1569","","System Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.system.AuthorizationSystemTest","all authorization operations","All authorization operations","Sign up, sign up with same credentials, sign in and sign out"
"passed","Wed Dec 15 17:54:58 GMT 2021","Wed Dec 15 17:54:58 GMT 2021","13","","<PlacesListItem/>","","<PlacesListItem/>","render places list item","render places list item",""
"passed","Wed Dec 15 17:54:56 GMT 2021","Wed Dec 15 17:54:56 GMT 2021","37","","<AddPlace/>","","<AddPlace/>","render add place item form","render add place item form",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","74","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Wed Dec 15 17:58:33 GMT 2021","Wed Dec 15 17:58:35 GMT 2021","1097","","a11y/Accessibility.spec.mjs","A11y","","","Home accessibility",""
"passed","Wed Dec 15 17:54:56 GMT 2021","Wed Dec 15 17:54:56 GMT 2021","19","","<SignIn/>","","<SignIn/>","render sign in page","render sign in page",""
"passed","Wed Dec 15 17:54:55 GMT 2021","Wed Dec 15 17:54:55 GMT 2021","11","","<Preview/>","","<Preview/>","render unauthorized preview","render unauthorized preview",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","21","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added with exception","Remove list from added (exception)",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","13","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added","Remove list from added",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","7","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added when unauthorized","Remove list from added (unauthorized)",""
"passed","Wed Dec 15 17:54:53 GMT 2021","Wed Dec 15 17:54:53 GMT 2021","7","","<AllPlacesLists/>","","<AllPlacesLists/>","render empty places lists","render empty places lists",""
"passed","Wed Dec 15 17:54:54 GMT 2021","Wed Dec 15 17:54:54 GMT 2021","24","","<AddPlacesList/>","","<AddPlacesList/>","render add places list item form","render add places list item form",""
"passed","Wed Dec 15 17:54:54 GMT 2021","Wed Dec 15 17:54:54 GMT 2021","32","","<MyPlacesLists/>","","<MyPlacesLists/>","render my places lists","render my places lists",""
"passed","Wed Dec 15 17:54:49 GMT 2021","Wed Dec 15 17:54:49 GMT 2021","3","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add places list","Add places list",""
"passed","Wed Dec 15 18:01:03 GMT 2021","Wed Dec 15 18:01:05 GMT 2021","2311","","Selenide Places Tests (E2E)","","com.itmo.kkrukhmalev.places.tests.PlacesTest","Sign up and create places list","Sign up and create places list (firefox)",""
"passed","Wed Dec 15 17:54:54 GMT 2021","Wed Dec 15 17:54:54 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","getPlacesLists","getPlacesLists",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","9","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places lists with exception","Get all places lists (exception)",""
"passed","Wed Dec 15 17:54:53 GMT 2021","Wed Dec 15 17:54:53 GMT 2021","58","","<PlacesList/>","","<PlacesList/>","render other places list when not added","render other places list when not added",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","5","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list when unauthorized","Add places list (unauthorized)",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","28","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","current user when authorized","Current user when authorized",""
"passed","Wed Dec 15 17:54:54 GMT 2021","Wed Dec 15 17:54:54 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","currentUser","currentUser",""
"passed","Wed Dec 15 17:54:55 GMT 2021","Wed Dec 15 17:54:55 GMT 2021","13","","<Nav/>","","<Nav/>","render authorized nav items","render authorized nav items",""
"passed","Wed Dec 15 17:54:49 GMT 2021","Wed Dec 15 17:54:49 GMT 2021","3","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add list to added","Add list to added",""
"passed","Wed Dec 15 17:54:56 GMT 2021","Wed Dec 15 17:54:56 GMT 2021","9","","<PlaceItem/>","","<PlaceItem/>","render place item","render place item",""
"passed","Wed Dec 15 17:54:55 GMT 2021","Wed Dec 15 17:54:55 GMT 2021","11","","<Preview/>","","<Preview/>","render authorized preview","render authorized preview",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","43","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up success","Sign up with correct data",""
"passed","Wed Dec 15 17:54:49 GMT 2021","Wed Dec 15 17:54:49 GMT 2021","1","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add place","Add place",""
"passed","Wed Dec 15 17:58:37 GMT 2021","Wed Dec 15 17:58:38 GMT 2021","1423","","PlacesList.spec.mjs","Places lists","","","Add new places list",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","16","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list","Get place lists",""
"passed","Wed Dec 15 17:54:53 GMT 2021","Wed Dec 15 17:54:53 GMT 2021","33","","<PlacesList/>","","<PlacesList/>","render other places list when unauthorized","render other places list when unauthorized",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","6","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list with exception","Add places list (exception)",""
"passed","Wed Dec 15 17:58:38 GMT 2021","Wed Dec 15 17:58:40 GMT 2021","1623","","PlacesList.spec.mjs","Places lists","","","Add new places list with place",""
"passed","Wed Dec 15 17:54:54 GMT 2021","Wed Dec 15 17:54:54 GMT 2021","22","","<AddPlacesList/>","","<AddPlacesList/>","not render add places list item form for unauthorized","not render add places list item form for unauthorized",""
"passed","Wed Dec 15 17:54:57 GMT 2021","Wed Dec 15 17:54:57 GMT 2021","44","","<App/>","","<App/>","render app","render app",""
"passed","Wed Dec 15 17:54:50 GMT 2021","Wed Dec 15 17:54:50 GMT 2021","6","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list with error","Get place lists (error)",""
