"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 26 13:56:38 GMT 2021","Fri Nov 26 13:56:38 GMT 2021","2","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places list with place by id","Get places list with place by id",""
"passed","Fri Nov 26 13:56:54 GMT 2021","Fri Nov 26 13:56:54 GMT 2021","11","","<Unauthorized/>","","<Unauthorized/>","render unauthorized","render unauthorized",""
"passed","Fri Nov 26 13:56:55 GMT 2021","Fri Nov 26 13:56:55 GMT 2021","8","","<PlacesListItem/>","","<PlacesListItem/>","render places list item","render places list item",""
"passed","Fri Nov 26 13:57:09 GMT 2021","Fri Nov 26 13:57:09 GMT 2021","13","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list","Add places list",""
"passed","Fri Nov 26 13:56:53 GMT 2021","Fri Nov 26 13:56:53 GMT 2021","8","","<Preview/>","","<Preview/>","render authorized preview","render authorized preview",""
"passed","Fri Nov 26 13:57:08 GMT 2021","Fri Nov 26 13:57:08 GMT 2021","85","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Fri Nov 26 13:56:38 GMT 2021","Fri Nov 26 13:56:38 GMT 2021","70","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add places list","Add places list",""
"passed","Fri Nov 26 13:56:51 GMT 2021","Fri Nov 26 13:56:51 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","currentUser","currentUser",""
"passed","Fri Nov 26 13:56:52 GMT 2021","Fri Nov 26 13:56:52 GMT 2021","18","","<Nav/>","","<Nav/>","render authorized nav items","render authorized nav items",""
"passed","Fri Nov 26 13:56:52 GMT 2021","Fri Nov 26 13:56:52 GMT 2021","9","","<Nav/>","","<Nav/>","render unauthorized nav items","render unauthorized nav items",""
"passed","Fri Nov 26 13:56:50 GMT 2021","Fri Nov 26 13:56:50 GMT 2021","45","","<PlacesList/>","","<PlacesList/>","render other places list when not added","render other places list when not added",""
"passed","Fri Nov 26 13:56:38 GMT 2021","Fri Nov 26 13:56:38 GMT 2021","317","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places lists by user","Get places lists by user",""
"passed","Fri Nov 26 13:56:55 GMT 2021","Fri Nov 26 13:56:55 GMT 2021","38","","<App/>","","<App/>","render app","render app",""
"passed","Fri Nov 26 14:01:01 GMT 2021","Fri Nov 26 14:01:03 GMT 2021","1802","","PlacesList.spec.mjs","Places lists","","","Add new places list with place",""
"passed","Fri Nov 26 13:57:09 GMT 2021","Fri Nov 26 13:57:09 GMT 2021","7","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list with error","Get place lists (error)",""
"passed","Fri Nov 26 13:56:53 GMT 2021","Fri Nov 26 13:56:53 GMT 2021","9","","<MainPage/>","","<MainPage/>","render unauthorized main page","render unauthorized main page",""
"passed","Fri Nov 26 13:57:09 GMT 2021","Fri Nov 26 13:57:09 GMT 2021","6","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added with exception","Add list to added (exception)",""
"passed","Fri Nov 26 13:56:53 GMT 2021","Fri Nov 26 13:56:53 GMT 2021","9","","<Preview/>","","<Preview/>","render unauthorized preview","render unauthorized preview",""
"passed","Fri Nov 26 13:56:52 GMT 2021","Fri Nov 26 13:56:52 GMT 2021","39","","<MyPlacesLists/>","","<MyPlacesLists/>","render my places lists","render my places lists",""
"passed","Fri Nov 26 13:57:08 GMT 2021","Fri Nov 26 13:57:08 GMT 2021","51","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up success","Sign up with correct data",""
"passed","Fri Nov 26 13:56:51 GMT 2021","Fri Nov 26 13:56:51 GMT 2021","6","","<AllPlacesLists/>","","<AllPlacesLists/>","render empty places lists","render empty places lists",""
"passed","Fri Nov 26 13:56:38 GMT 2021","Fri Nov 26 13:56:38 GMT 2021","35","","Service Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.AuthorizationServiceTest","sign in user","Sign in",""
"passed","Fri Nov 26 13:56:53 GMT 2021","Fri Nov 26 13:56:53 GMT 2021","18","","<PlaceItem/>","","<PlaceItem/>","render place item","render place item",""
"passed","Fri Nov 26 13:57:09 GMT 2021","Fri Nov 26 13:57:09 GMT 2021","5","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added when unauthorized","Add list to added (unauthorized)",""
"passed","Fri Nov 26 13:56:51 GMT 2021","Fri Nov 26 13:56:51 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","getPlacesLists","getPlacesLists",""
