"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 26 12:38:47 GMT 2021","Fri Nov 26 12:38:47 GMT 2021","53","","<PlacesList/>","","<PlacesList/>","render other places list when added","render other places list when added",""
"passed","Fri Nov 26 12:38:26 GMT 2021","Fri Nov 26 12:38:26 GMT 2021","3","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add list to added","Add list to added",""
"passed","Fri Nov 26 12:38:50 GMT 2021","Fri Nov 26 12:38:50 GMT 2021","11","","<Preview/>","","<Preview/>","render authorized preview","render authorized preview",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","14","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added","Add list to added",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","13","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added when unauthorized","Add list to added (unauthorized)",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","16","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added with exception","Add list to added (exception)",""
"passed","Fri Nov 26 12:38:48 GMT 2021","Fri Nov 26 12:38:48 GMT 2021","5","","<AllPlacesLists/>","","<AllPlacesLists/>","render empty places lists","render empty places lists",""
"passed","Fri Nov 26 12:38:25 GMT 2021","Fri Nov 26 12:38:26 GMT 2021","287","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places lists by user","Get places lists by user",""
"passed","Fri Nov 26 12:38:50 GMT 2021","Fri Nov 26 12:38:50 GMT 2021","15","","<Preview/>","","<Preview/>","render unauthorized preview","render unauthorized preview",""
"passed","Fri Nov 26 12:38:52 GMT 2021","Fri Nov 26 12:38:52 GMT 2021","9","","<PlacesListItem/>","","<PlacesListItem/>","render places list item","render places list item",""
"passed","Fri Nov 26 12:38:50 GMT 2021","Fri Nov 26 12:38:50 GMT 2021","25","","<AddPlace/>","","<AddPlace/>","render add place item form","render add place item form",""
"passed","Fri Nov 26 12:38:57 GMT 2021","Fri Nov 26 12:38:57 GMT 2021","10","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up failed","Sign up with incorrect data",""
"passed","Fri Nov 26 12:38:49 GMT 2021","Fri Nov 26 12:38:49 GMT 2021","23","","<Nav/>","","<Nav/>","render authorized nav items","render authorized nav items",""
"passed","Fri Nov 26 12:38:26 GMT 2021","Fri Nov 26 12:38:26 GMT 2021","10","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","remove list from added","Remove list from added",""
"passed","Fri Nov 26 12:38:49 GMT 2021","Fri Nov 26 12:38:49 GMT 2021","9","","<Nav/>","","<Nav/>","render unauthorized nav items","render unauthorized nav items",""
"passed","Fri Nov 26 12:38:51 GMT 2021","Fri Nov 26 12:38:51 GMT 2021","14","","<SignIn/>","","<SignIn/>","render sign in page","render sign in page",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","9","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places lists with exception","Get all places lists (exception)",""
"passed","Fri Nov 26 12:38:48 GMT 2021","Fri Nov 26 12:38:48 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","getPlacesList","getPlacesList",""
"passed","Fri Nov 26 12:38:51 GMT 2021","Fri Nov 26 12:38:51 GMT 2021","11","","<PlaceItem/>","","<PlaceItem/>","render place item","render place item",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","9","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list with error","Get place lists (error)",""
"passed","Fri Nov 26 12:38:47 GMT 2021","Fri Nov 26 12:38:47 GMT 2021","50","","<PlacesList/>","","<PlacesList/>","render other places list when not added","render other places list when not added",""
"passed","Fri Nov 26 12:38:49 GMT 2021","Fri Nov 26 12:38:49 GMT 2021","39","","<MyPlacesLists/>","","<MyPlacesLists/>","render my places lists","render my places lists",""
"passed","Fri Nov 26 12:38:51 GMT 2021","Fri Nov 26 12:38:51 GMT 2021","20","","<SignUp/>","","<SignUp/>","render sign up page","render sign up page",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","18","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list with exception","Add places list (exception)",""
"passed","Fri Nov 26 12:38:49 GMT 2021","Fri Nov 26 12:38:49 GMT 2021","21","","<AddPlacesList/>","","<AddPlacesList/>","not render add places list item form for unauthorized","not render add places list item form for unauthorized",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","15","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added","Remove list from added",""
"passed","Fri Nov 26 12:38:52 GMT 2021","Fri Nov 26 12:38:52 GMT 2021","17","","<Unauthorized/>","","<Unauthorized/>","render unauthorized","render unauthorized",""
"passed","Fri Nov 26 12:38:57 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","63","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added with exception","Remove list from added (exception)",""
"passed","Fri Nov 26 12:38:26 GMT 2021","Fri Nov 26 12:38:26 GMT 2021","3","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add place","Add place",""
"passed","Fri Nov 26 12:38:56 GMT 2021","Fri Nov 26 12:38:57 GMT 2021","81","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Fri Nov 26 12:38:50 GMT 2021","Fri Nov 26 12:38:50 GMT 2021","39","","<MainPage/>","","<MainPage/>","render authorized main page","render authorized main page",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","34","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get all places lists","Get all places lists",""
"passed","Fri Nov 26 12:38:54 GMT 2021","Fri Nov 26 12:38:55 GMT 2021","1146","","System Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.system.AuthorizationSystemTest","all authorization operations","All authorization operations","Sign up, sign up with same credentials, sign in and sign out"
"passed","Fri Nov 26 12:38:57 GMT 2021","Fri Nov 26 12:38:57 GMT 2021","29","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in success","Sign in with correct data",""
"passed","Fri Nov 26 12:38:26 GMT 2021","Fri Nov 26 12:38:26 GMT 2021","4","","Service Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.AuthorizationServiceTest","sign up user","Sign up",""
"passed","Fri Nov 26 12:38:57 GMT 2021","Fri Nov 26 12:38:57 GMT 2021","68","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up success","Sign up with correct data",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","21","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list","Add places list",""
"passed","Fri Nov 26 12:38:26 GMT 2021","Fri Nov 26 12:38:26 GMT 2021","7","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places list with place by id","Get places list with place by id",""
"passed","Fri Nov 26 12:38:55 GMT 2021","Fri Nov 26 12:38:55 GMT 2021","499","","System Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.system.PlacesSystemTest","create and get places lists","Create and get places lists","Sign up, creates empty list and check that list exists"
"passed","Fri Nov 26 12:38:26 GMT 2021","Fri Nov 26 12:38:26 GMT 2021","49","","Service Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.AuthorizationServiceTest","sign in user","Sign in",""
"passed","Fri Nov 26 12:38:47 GMT 2021","Fri Nov 26 12:38:47 GMT 2021","29","","<PlacesList/>","","<PlacesList/>","render other places list when unauthorized","render other places list when unauthorized",""
"passed","Fri Nov 26 12:38:48 GMT 2021","Fri Nov 26 12:38:48 GMT 2021","3","","Places Service (Client)","","Places Service (Client)","getPlacesLists","getPlacesLists",""
"passed","Fri Nov 26 12:38:48 GMT 2021","Fri Nov 26 12:38:48 GMT 2021","12","","Places Service (Client)","","Places Service (Client)","currentUser","currentUser",""
"passed","Fri Nov 26 12:38:26 GMT 2021","Fri Nov 26 12:38:26 GMT 2021","1","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get all places lists","Get all places lists",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","10","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list when unauthorized","Add places list (unauthorized)",""
"passed","Fri Nov 26 12:38:50 GMT 2021","Fri Nov 26 12:38:50 GMT 2021","11","","<MainPage/>","","<MainPage/>","render unauthorized main page","render unauthorized main page",""
"passed","Fri Nov 26 12:38:48 GMT 2021","Fri Nov 26 12:38:48 GMT 2021","19","","<AllPlacesLists/>","","<AllPlacesLists/>","render all places lists","render all places lists",""
"passed","Fri Nov 26 12:38:49 GMT 2021","Fri Nov 26 12:38:49 GMT 2021","26","","<AddPlacesList/>","","<AddPlacesList/>","render add places list item form","render add places list item form",""
"passed","Fri Nov 26 12:38:57 GMT 2021","Fri Nov 26 12:38:57 GMT 2021","68","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","current user when authorized","Current user when authorized",""
"passed","Fri Nov 26 12:38:26 GMT 2021","Fri Nov 26 12:38:26 GMT 2021","74","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add places list","Add places list",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","25","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list","Get place lists",""
"passed","Fri Nov 26 12:38:57 GMT 2021","Fri Nov 26 12:38:57 GMT 2021","30","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","current user when unauthorized","Current user when unauthorized",""
"passed","Fri Nov 26 12:38:52 GMT 2021","Fri Nov 26 12:38:52 GMT 2021","56","","<App/>","","<App/>","render app","render app",""
"passed","Fri Nov 26 12:38:58 GMT 2021","Fri Nov 26 12:38:58 GMT 2021","8","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added when unauthorized","Remove list from added (unauthorized)",""
"passed","Fri Nov 26 12:38:47 GMT 2021","Fri Nov 26 12:38:47 GMT 2021","114","","<PlacesList/>","","<PlacesList/>","render owner places list","render owner places list",""
