"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 15 17:44:05 GMT 2021","Wed Dec 15 17:44:05 GMT 2021","114","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Wed Dec 15 17:43:45 GMT 2021","Wed Dec 15 17:43:45 GMT 2021","9","","<Preview/>","","<Preview/>","render unauthorized preview","render unauthorized preview",""
"passed","Wed Dec 15 17:43:46 GMT 2021","Wed Dec 15 17:43:46 GMT 2021","12","","<Unauthorized/>","","<Unauthorized/>","render unauthorized","render unauthorized",""
"passed","Wed Dec 15 17:47:42 GMT 2021","Wed Dec 15 17:47:43 GMT 2021","1240","","a11y/Accessibility.spec.mjs","A11y","","","Home accessibility",""
"passed","Wed Dec 15 17:47:48 GMT 2021","Wed Dec 15 17:47:50 GMT 2021","1215","","SignUp.spec.mjs","Sign up","","","Sing up, sign out, sign in and check session",""
"passed","Wed Dec 15 17:44:04 GMT 2021","Wed Dec 15 17:44:04 GMT 2021","1","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get all places lists","Get all places lists",""
"passed","Wed Dec 15 17:44:06 GMT 2021","Wed Dec 15 17:44:06 GMT 2021","34","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added","Add list to added",""
"passed","Wed Dec 15 17:43:47 GMT 2021","Wed Dec 15 17:43:47 GMT 2021","48","","<App/>","","<App/>","render app","render app",""
"passed","Wed Dec 15 17:43:45 GMT 2021","Wed Dec 15 17:43:45 GMT 2021","22","","<Preview/>","","<Preview/>","render authorized preview","render authorized preview",""
"passed","Wed Dec 15 17:43:43 GMT 2021","Wed Dec 15 17:43:43 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","getPlacesLists","getPlacesLists",""
"passed","Wed Dec 15 17:43:43 GMT 2021","Wed Dec 15 17:43:43 GMT 2021","18","","<AllPlacesLists/>","","<AllPlacesLists/>","render all places lists","render all places lists",""
"passed","Wed Dec 15 17:44:06 GMT 2021","Wed Dec 15 17:44:06 GMT 2021","37","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added","Remove list from added",""
"passed","Wed Dec 15 17:47:43 GMT 2021","Wed Dec 15 17:47:44 GMT 2021","644","","a11y/Accessibility.spec.mjs","A11y","","","Sign in accessibility",""
"passed","Wed Dec 15 17:44:04 GMT 2021","Wed Dec 15 17:44:04 GMT 2021","4","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add places list","Add places list",""
"passed","Wed Dec 15 17:44:06 GMT 2021","Wed Dec 15 17:44:06 GMT 2021","23","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list","Get place lists",""
"passed","Wed Dec 15 17:43:45 GMT 2021","Wed Dec 15 17:43:45 GMT 2021","8","","<MainPage/>","","<MainPage/>","render unauthorized main page","render unauthorized main page",""
"passed","Wed Dec 15 17:43:44 GMT 2021","Wed Dec 15 17:43:44 GMT 2021","12","","<Nav/>","","<Nav/>","render authorized nav items","render authorized nav items",""
"passed","Wed Dec 15 17:44:04 GMT 2021","Wed Dec 15 17:44:04 GMT 2021","1","","Service Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.AuthorizationServiceTest","sign up user","Sign up",""
"passed","Wed Dec 15 17:44:05 GMT 2021","Wed Dec 15 17:44:05 GMT 2021","52","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","current user when authorized","Current user when authorized",""
"passed","Wed Dec 15 17:43:44 GMT 2021","Wed Dec 15 17:43:44 GMT 2021","18","","<AddPlacesList/>","","<AddPlacesList/>","not render add places list item form for unauthorized","not render add places list item form for unauthorized",""
"passed","Wed Dec 15 17:44:05 GMT 2021","Wed Dec 15 17:44:05 GMT 2021","8","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","current user when unauthorized","Current user when unauthorized",""
"passed","Wed Dec 15 17:43:43 GMT 2021","Wed Dec 15 17:43:43 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","currentUser","currentUser",""
"passed","Wed Dec 15 17:47:45 GMT 2021","Wed Dec 15 17:47:47 GMT 2021","1392","","PlacesList.spec.mjs","Places lists","","","Add new places list",""
"passed","Wed Dec 15 17:43:44 GMT 2021","Wed Dec 15 17:43:44 GMT 2021","27","","<MyPlacesLists/>","","<MyPlacesLists/>","render my places lists","render my places lists",""
"passed","Wed Dec 15 17:44:06 GMT 2021","Wed Dec 15 17:44:06 GMT 2021","26","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added when unauthorized","Remove list from added (unauthorized)",""
"passed","Wed Dec 15 17:44:06 GMT 2021","Wed Dec 15 17:44:06 GMT 2021","21","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list with error","Get place lists (error)",""
"passed","Wed Dec 15 17:43:43 GMT 2021","Wed Dec 15 17:43:43 GMT 2021","40","","<PlacesList/>","","<PlacesList/>","render other places list when added","render other places list when added",""
"passed","Wed Dec 15 17:44:04 GMT 2021","Wed Dec 15 17:44:04 GMT 2021","49","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places lists by user","Get places lists by user",""
"passed","Wed Dec 15 17:44:03 GMT 2021","Wed Dec 15 17:44:03 GMT 2021","319","","System Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.system.PlacesSystemTest","create and get places lists","Create and get places lists","Sign up, creates empty list and check that list exists"
"passed","Wed Dec 15 17:43:43 GMT 2021","Wed Dec 15 17:43:43 GMT 2021","102","","<PlacesList/>","","<PlacesList/>","render owner places list","render owner places list",""
"passed","Wed Dec 15 17:43:47 GMT 2021","Wed Dec 15 17:43:47 GMT 2021","7","","<PlacesListItem/>","","<PlacesListItem/>","render places list item","render places list item",""
"broken","Wed Dec 15 17:49:35 GMT 2021","Wed Dec 15 17:49:35 GMT 2021","6","","Selenide Places Tests (E2E)","","com.itmo.kkrukhmalev.places.tests.PlacesTest","Sign up and create places list","Sign up and create places list (chrome)",""
"passed","Wed Dec 15 17:44:06 GMT 2021","Wed Dec 15 17:44:06 GMT 2021","6","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places lists with exception","Get all places lists (exception)",""
"passed","Wed Dec 15 17:44:04 GMT 2021","Wed Dec 15 17:44:04 GMT 2021","2","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add place","Add place",""
"passed","Wed Dec 15 17:43:43 GMT 2021","Wed Dec 15 17:43:43 GMT 2021","1","","Places Service (Client)","","Places Service (Client)","getPlacesList","getPlacesList",""
"passed","Wed Dec 15 17:43:44 GMT 2021","Wed Dec 15 17:43:44 GMT 2021","31","","<AddPlacesList/>","","<AddPlacesList/>","render add places list item form","render add places list item form",""
"passed","Wed Dec 15 17:44:04 GMT 2021","Wed Dec 15 17:44:04 GMT 2021","2","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","remove list from added","Remove list from added",""
"passed","Wed Dec 15 17:44:05 GMT 2021","Wed Dec 15 17:44:05 GMT 2021","16","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in success","Sign in with correct data",""
"passed","Wed Dec 15 17:43:45 GMT 2021","Wed Dec 15 17:43:45 GMT 2021","22","","<AddPlace/>","","<AddPlace/>","render add place item form","render add place item form",""
