"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 07 15:11:32 GMT 2021","Tue Dec 07 15:11:32 GMT 2021","21","","<AddPlace/>","","<AddPlace/>","render add place item form","render add place item form",""
"passed","Tue Dec 07 15:11:32 GMT 2021","Tue Dec 07 15:11:32 GMT 2021","21","","<SignIn/>","","<SignIn/>","render sign in page","render sign in page",""
"passed","Tue Dec 07 15:11:57 GMT 2021","Tue Dec 07 15:11:57 GMT 2021","4","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list when unauthorized","Add places list (unauthorized)",""
"passed","Tue Dec 07 15:11:30 GMT 2021","Tue Dec 07 15:11:30 GMT 2021","24","","<AllPlacesLists/>","","<AllPlacesLists/>","render all places lists","render all places lists",""
"passed","Tue Dec 07 15:11:58 GMT 2021","Tue Dec 07 15:11:58 GMT 2021","2","","Service Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.AuthorizationServiceTest","sign in user","Sign in",""
"passed","Tue Dec 07 15:11:57 GMT 2021","Tue Dec 07 15:11:57 GMT 2021","5","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up failed","Sign up with incorrect data",""
"passed","Tue Dec 07 15:11:57 GMT 2021","Tue Dec 07 15:11:57 GMT 2021","94","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Tue Dec 07 15:11:30 GMT 2021","Tue Dec 07 15:11:30 GMT 2021","11","","Places Service (Client)","","Places Service (Client)","currentUser","currentUser",""
"passed","Tue Dec 07 15:11:57 GMT 2021","Tue Dec 07 15:11:57 GMT 2021","5","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added when unauthorized","Add list to added (unauthorized)",""
"passed","Tue Dec 07 15:11:57 GMT 2021","Tue Dec 07 15:11:57 GMT 2021","5","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places lists with exception","Get all places lists (exception)",""
