"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 14 21:36:01 GMT 2021","Tue Dec 14 21:36:01 GMT 2021","44","","<App/>","","<App/>","render app","render app",""
"passed","Tue Dec 14 21:36:09 GMT 2021","Tue Dec 14 21:36:10 GMT 2021","1488","","System Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.system.AuthorizationSystemTest","all authorization operations","All authorization operations","Sign up, sign up with same credentials, sign in and sign out"
"passed","Tue Dec 14 21:35:58 GMT 2021","Tue Dec 14 21:35:58 GMT 2021","30","","<MyPlacesLists/>","","<MyPlacesLists/>","render my places lists","render my places lists",""
"passed","Tue Dec 14 21:36:00 GMT 2021","Tue Dec 14 21:36:00 GMT 2021","10","","<Unauthorized/>","","<Unauthorized/>","render unauthorized","render unauthorized",""
"passed","Tue Dec 14 21:35:58 GMT 2021","Tue Dec 14 21:35:58 GMT 2021","54","","<AddPlacesList/>","","<AddPlacesList/>","render add places list item form","render add places list item form",""
"passed","Tue Dec 14 21:36:13 GMT 2021","Tue Dec 14 21:36:13 GMT 2021","12","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added","Remove list from added",""
"passed","Tue Dec 14 21:36:01 GMT 2021","Tue Dec 14 21:36:01 GMT 2021","7","","<PlacesListItem/>","","<PlacesListItem/>","render places list item","render places list item",""
"passed","Tue Dec 14 21:35:59 GMT 2021","Tue Dec 14 21:35:59 GMT 2021","29","","<MainPage/>","","<MainPage/>","render authorized main page","render authorized main page",""
"passed","Tue Dec 14 21:36:13 GMT 2021","Tue Dec 14 21:36:13 GMT 2021","5","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list when unauthorized","Add places list (unauthorized)",""
"passed","Tue Dec 14 21:36:11 GMT 2021","Tue Dec 14 21:36:11 GMT 2021","2","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add list to added","Add list to added",""
"passed","Tue Dec 14 21:36:12 GMT 2021","Tue Dec 14 21:36:12 GMT 2021","85","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Tue Dec 14 21:36:13 GMT 2021","Tue Dec 14 21:36:13 GMT 2021","33","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places lists with exception","Get all places lists (exception)",""
"passed","Tue Dec 14 21:35:57 GMT 2021","Tue Dec 14 21:35:57 GMT 2021","6","","<AllPlacesLists/>","","<AllPlacesLists/>","render empty places lists","render empty places lists",""
"passed","Tue Dec 14 21:36:00 GMT 2021","Tue Dec 14 21:36:00 GMT 2021","15","","<SignIn/>","","<SignIn/>","render sign in page","render sign in page",""
"passed","Tue Dec 14 21:35:59 GMT 2021","Tue Dec 14 21:35:59 GMT 2021","16","","<Preview/>","","<Preview/>","render authorized preview","render authorized preview",""
"passed","Tue Dec 14 21:35:57 GMT 2021","Tue Dec 14 21:35:57 GMT 2021","100","","<PlacesList/>","","<PlacesList/>","render owner places list","render owner places list",""
