"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 26 15:28:39 GMT 2021","Fri Nov 26 15:28:39 GMT 2021","11","","<Nav/>","","<Nav/>","render authorized nav items","render authorized nav items",""
"passed","Fri Nov 26 15:29:07 GMT 2021","Fri Nov 26 15:29:09 GMT 2021","1146","","System Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.system.AuthorizationSystemTest","all authorization operations","All authorization operations","Sign up, sign up with same credentials, sign in and sign out"
"passed","Fri Nov 26 15:28:40 GMT 2021","Fri Nov 26 15:28:40 GMT 2021","23","","<AddPlace/>","","<AddPlace/>","render add place item form","render add place item form",""
"passed","Fri Nov 26 15:28:38 GMT 2021","Fri Nov 26 15:28:38 GMT 2021","3","","<AllPlacesLists/>","","<AllPlacesLists/>","render empty places lists","render empty places lists",""
"passed","Fri Nov 26 15:29:10 GMT 2021","Fri Nov 26 15:29:10 GMT 2021","211","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Fri Nov 26 15:28:41 GMT 2021","Fri Nov 26 15:28:41 GMT 2021","33","","<App/>","","<App/>","render app","render app",""
"passed","Fri Nov 26 15:28:41 GMT 2021","Fri Nov 26 15:28:41 GMT 2021","7","","<PlacesListItem/>","","<PlacesListItem/>","render places list item","render places list item",""
"passed","Fri Nov 26 15:28:38 GMT 2021","Fri Nov 26 15:28:38 GMT 2021","4","","Places Service (Client)","","Places Service (Client)","getPlacesLists","getPlacesLists",""
"passed","Fri Nov 26 15:28:37 GMT 2021","Fri Nov 26 15:28:37 GMT 2021","41","","<PlacesList/>","","<PlacesList/>","render other places list when not added","render other places list when not added",""
"passed","Fri Nov 26 15:29:11 GMT 2021","Fri Nov 26 15:29:11 GMT 2021","6","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list with exception","Add places list (exception)",""
"passed","Fri Nov 26 15:28:38 GMT 2021","Fri Nov 26 15:28:38 GMT 2021","31","","<MyPlacesLists/>","","<MyPlacesLists/>","render my places lists","render my places lists",""
"passed","Fri Nov 26 15:28:39 GMT 2021","Fri Nov 26 15:28:39 GMT 2021","2","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","remove list from added","Remove list from added",""
"passed","Fri Nov 26 15:28:38 GMT 2021","Fri Nov 26 15:28:38 GMT 2021","15","","<AllPlacesLists/>","","<AllPlacesLists/>","render all places lists","render all places lists",""
"passed","Fri Nov 26 15:29:11 GMT 2021","Fri Nov 26 15:29:11 GMT 2021","5","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added when unauthorized","Add list to added (unauthorized)",""
"passed","Fri Nov 26 15:28:37 GMT 2021","Fri Nov 26 15:28:37 GMT 2021","91","","<PlacesList/>","","<PlacesList/>","render owner places list","render owner places list",""
"passed","Fri Nov 26 15:28:37 GMT 2021","Fri Nov 26 15:28:37 GMT 2021","42","","<PlacesList/>","","<PlacesList/>","render other places list when added","render other places list when added",""
"passed","Fri Nov 26 15:29:11 GMT 2021","Fri Nov 26 15:29:11 GMT 2021","6","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list with error","Get place lists (error)",""
"passed","Fri Nov 26 15:29:11 GMT 2021","Fri Nov 26 15:29:11 GMT 2021","16","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get all places lists","Get all places lists",""
"passed","Fri Nov 26 15:33:06 GMT 2021","Fri Nov 26 15:33:07 GMT 2021","1351","","PlacesList.spec.mjs","Places lists","","","Add new places list with place",""
"passed","Fri Nov 26 15:28:38 GMT 2021","Fri Nov 26 15:28:38 GMT 2021","11","","Places Service (Client)","","Places Service (Client)","currentUser","currentUser",""
"passed","Fri Nov 26 15:29:11 GMT 2021","Fri Nov 26 15:29:11 GMT 2021","6","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added with exception","Add list to added (exception)",""
"passed","Fri Nov 26 15:28:38 GMT 2021","Fri Nov 26 15:28:38 GMT 2021","1","","Places Service (Client)","","Places Service (Client)","getPlacesList","getPlacesList",""
"passed","Fri Nov 26 15:28:40 GMT 2021","Fri Nov 26 15:28:40 GMT 2021","11","","<SignIn/>","","<SignIn/>","render sign in page","render sign in page",""
"passed","Fri Nov 26 15:29:11 GMT 2021","Fri Nov 26 15:29:11 GMT 2021","5","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list when unauthorized","Add places list (unauthorized)",""
"passed","Fri Nov 26 15:29:09 GMT 2021","Fri Nov 26 15:29:09 GMT 2021","309","","System Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.system.PlacesSystemTest","create and get places lists","Create and get places lists","Sign up, creates empty list and check that list exists"
"passed","Fri Nov 26 15:33:07 GMT 2021","Fri Nov 26 15:33:09 GMT 2021","1196","","SignUp.spec.mjs","Sign up","","","Sing up, sign out, sign in and check session",""
"passed","Fri Nov 26 15:28:40 GMT 2021","Fri Nov 26 15:28:40 GMT 2021","9","","<PlaceItem/>","","<PlaceItem/>","render place item","render place item",""
"passed","Fri Nov 26 15:28:40 GMT 2021","Fri Nov 26 15:28:40 GMT 2021","15","","<SignUp/>","","<SignUp/>","render sign up page","render sign up page",""
"passed","Fri Nov 26 15:28:39 GMT 2021","Fri Nov 26 15:28:39 GMT 2021","8","","<Nav/>","","<Nav/>","render unauthorized nav items","render unauthorized nav items",""
"passed","Fri Nov 26 15:28:38 GMT 2021","Fri Nov 26 15:28:39 GMT 2021","313","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places lists by user","Get places lists by user",""
