"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 15 06:43:52 GMT 2021","Wed Dec 15 06:43:52 GMT 2021","1","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places list with place by id","Get places list with place by id",""
"passed","Wed Dec 15 06:43:52 GMT 2021","Wed Dec 15 06:43:52 GMT 2021","1","","Service Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.AuthorizationServiceTest","sign up user","Sign up",""
"passed","Wed Dec 15 06:43:32 GMT 2021","Wed Dec 15 06:43:32 GMT 2021","33","","<PlacesList/>","","<PlacesList/>","render other places list when added","render other places list when added",""
"passed","Wed Dec 15 06:43:34 GMT 2021","Wed Dec 15 06:43:34 GMT 2021","14","","<AddPlacesList/>","","<AddPlacesList/>","not render add places list item form for unauthorized","not render add places list item form for unauthorized",""
"passed","Wed Dec 15 06:47:27 GMT 2021","Wed Dec 15 06:47:28 GMT 2021","631","","a11y/Accessibility.spec.mjs","A11y","","","Sign up accessibility",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:53 GMT 2021","10","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added with exception","Add list to added (exception)",""
"passed","Wed Dec 15 06:43:34 GMT 2021","Wed Dec 15 06:43:34 GMT 2021","17","","<Preview/>","","<Preview/>","render authorized preview","render authorized preview",""
"passed","Wed Dec 15 06:43:35 GMT 2021","Wed Dec 15 06:43:35 GMT 2021","14","","<SignIn/>","","<SignIn/>","render sign in page","render sign in page",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:54 GMT 2021","22","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list","Get place lists",""
"passed","Wed Dec 15 06:43:52 GMT 2021","Wed Dec 15 06:43:52 GMT 2021","3","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add places list","Add places list",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:53 GMT 2021","6","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list when unauthorized","Add places list (unauthorized)",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:53 GMT 2021","13","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added","Add list to added",""
"passed","Wed Dec 15 06:43:52 GMT 2021","Wed Dec 15 06:43:52 GMT 2021","2","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add place","Add place",""
"passed","Wed Dec 15 06:43:32 GMT 2021","Wed Dec 15 06:43:32 GMT 2021","38","","<PlacesList/>","","<PlacesList/>","render other places list when not added","render other places list when not added",""
"passed","Wed Dec 15 06:43:36 GMT 2021","Wed Dec 15 06:43:36 GMT 2021","31","","<App/>","","<App/>","render app","render app",""
"passed","Wed Dec 15 06:43:33 GMT 2021","Wed Dec 15 06:43:33 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","getPlacesLists","getPlacesLists",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:53 GMT 2021","45","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up success","Sign up with correct data",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:53 GMT 2021","24","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get all places lists","Get all places lists",""
"passed","Wed Dec 15 06:43:32 GMT 2021","Wed Dec 15 06:43:32 GMT 2021","93","","<PlacesList/>","","<PlacesList/>","render owner places list","render owner places list",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:53 GMT 2021","83","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Wed Dec 15 06:43:33 GMT 2021","Wed Dec 15 06:43:34 GMT 2021","19","","<AddPlacesList/>","","<AddPlacesList/>","render add places list item form","render add places list item form",""
"passed","Wed Dec 15 06:43:52 GMT 2021","Wed Dec 15 06:43:52 GMT 2021","51","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places lists by user","Get places lists by user",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:53 GMT 2021","6","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up failed","Sign up with incorrect data",""
"passed","Wed Dec 15 06:43:34 GMT 2021","Wed Dec 15 06:43:34 GMT 2021","19","","<AddPlace/>","","<AddPlace/>","render add place item form","render add place item form",""
"passed","Wed Dec 15 06:43:34 GMT 2021","Wed Dec 15 06:43:34 GMT 2021","21","","<MainPage/>","","<MainPage/>","render authorized main page","render authorized main page",""
"passed","Wed Dec 15 06:43:33 GMT 2021","Wed Dec 15 06:43:33 GMT 2021","31","","<MyPlacesLists/>","","<MyPlacesLists/>","render my places lists","render my places lists",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:53 GMT 2021","10","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in success","Sign in with correct data",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:53 GMT 2021","5","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","current user when unauthorized","Current user when unauthorized",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:53 GMT 2021","8","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list with exception","Add places list (exception)",""
"passed","Wed Dec 15 06:43:53 GMT 2021","Wed Dec 15 06:43:53 GMT 2021","6","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added when unauthorized","Add list to added (unauthorized)",""
"passed","Wed Dec 15 06:43:52 GMT 2021","Wed Dec 15 06:43:52 GMT 2021","2","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","remove list from added","Remove list from added",""
