"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 06 13:44:12 GMT 2021","Mon Dec 06 13:44:12 GMT 2021","2","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add list to added","Add list to added",""
"passed","Mon Dec 06 13:43:49 GMT 2021","Mon Dec 06 13:43:49 GMT 2021","39","","<PlacesList/>","","<PlacesList/>","render other places list when not added","render other places list when not added",""
"passed","Mon Dec 06 13:44:12 GMT 2021","Mon Dec 06 13:44:12 GMT 2021","4","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places lists by user","Get places lists by user",""
"passed","Mon Dec 06 13:44:11 GMT 2021","Mon Dec 06 13:44:11 GMT 2021","39","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in success","Sign in with correct data",""
"passed","Mon Dec 06 13:43:52 GMT 2021","Mon Dec 06 13:43:52 GMT 2021","14","","<SignIn/>","","<SignIn/>","render sign in page","render sign in page",""
"passed","Mon Dec 06 13:43:51 GMT 2021","Mon Dec 06 13:43:51 GMT 2021","7","","<MainPage/>","","<MainPage/>","render unauthorized main page","render unauthorized main page",""
"passed","Mon Dec 06 13:44:08 GMT 2021","Mon Dec 06 13:44:09 GMT 2021","1489","","System Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.system.AuthorizationSystemTest","all authorization operations","All authorization operations","Sign up, sign up with same credentials, sign in and sign out"
"passed","Mon Dec 06 13:43:53 GMT 2021","Mon Dec 06 13:43:53 GMT 2021","6","","<PlacesListItem/>","","<PlacesListItem/>","render places list item","render places list item",""
"passed","Mon Dec 06 13:44:11 GMT 2021","Mon Dec 06 13:44:11 GMT 2021","77","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","current user when authorized","Current user when authorized",""
"passed","Mon Dec 06 13:44:10 GMT 2021","Mon Dec 06 13:44:11 GMT 2021","193","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Mon Dec 06 13:44:12 GMT 2021","Mon Dec 06 13:44:12 GMT 2021","2","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","remove list from added","Remove list from added",""
"passed","Mon Dec 06 13:44:12 GMT 2021","Mon Dec 06 13:44:12 GMT 2021","9","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list with exception","Add places list (exception)",""
"passed","Mon Dec 06 13:48:04 GMT 2021","Mon Dec 06 13:48:04 GMT 2021","676","","a11y/Accessibility.spec.mjs","A11y","","","Sign in accessibility",""
"passed","Mon Dec 06 13:43:51 GMT 2021","Mon Dec 06 13:43:51 GMT 2021","20","","<AddPlace/>","","<AddPlace/>","render add place item form","render add place item form",""
"passed","Mon Dec 06 13:43:49 GMT 2021","Mon Dec 06 13:43:49 GMT 2021","35","","<PlacesList/>","","<PlacesList/>","render other places list when added","render other places list when added",""
"passed","Mon Dec 06 13:43:51 GMT 2021","Mon Dec 06 13:43:51 GMT 2021","20","","<MainPage/>","","<MainPage/>","render authorized main page","render authorized main page",""
"passed","Mon Dec 06 13:48:04 GMT 2021","Mon Dec 06 13:48:05 GMT 2021","648","","a11y/Accessibility.spec.mjs","A11y","","","Sign up accessibility",""
"passed","Mon Dec 06 13:43:49 GMT 2021","Mon Dec 06 13:43:49 GMT 2021","28","","<PlacesList/>","","<PlacesList/>","render other places list when unauthorized","render other places list when unauthorized",""
