"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 15 15:51:51 GMT 2021","Wed Dec 15 15:51:51 GMT 2021","19","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list","Add places list",""
"passed","Wed Dec 15 15:51:34 GMT 2021","Wed Dec 15 15:51:34 GMT 2021","7","","<MainPage/>","","<MainPage/>","render unauthorized main page","render unauthorized main page",""
"passed","Wed Dec 15 15:51:33 GMT 2021","Wed Dec 15 15:51:33 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","getPlacesLists","getPlacesLists",""
"passed","Wed Dec 15 15:51:35 GMT 2021","Wed Dec 15 15:51:35 GMT 2021","22","","<SignUp/>","","<SignUp/>","render sign up page","render sign up page",""
"passed","Wed Dec 15 15:51:35 GMT 2021","Wed Dec 15 15:51:35 GMT 2021","20","","<AddPlace/>","","<AddPlace/>","render add place item form","render add place item form",""
"passed","Wed Dec 15 15:51:33 GMT 2021","Wed Dec 15 15:51:33 GMT 2021","2","","Places Service (Client)","","Places Service (Client)","currentUser","currentUser",""
"passed","Wed Dec 15 15:51:50 GMT 2021","Wed Dec 15 15:51:50 GMT 2021","6","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","current user when unauthorized","Current user when unauthorized",""
"passed","Wed Dec 15 15:51:49 GMT 2021","Wed Dec 15 15:51:49 GMT 2021","3","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add places list","Add places list",""
"passed","Wed Dec 15 15:51:36 GMT 2021","Wed Dec 15 15:51:36 GMT 2021","41","","<App/>","","<App/>","render app","render app",""
"passed","Wed Dec 15 15:55:40 GMT 2021","Wed Dec 15 15:55:42 GMT 2021","1588","","PlacesList.spec.mjs","Places lists","","","Add new places list with place",""
"passed","Wed Dec 15 15:51:49 GMT 2021","Wed Dec 15 15:51:49 GMT 2021","2","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","remove list from added","Remove list from added",""
"passed","Wed Dec 15 15:51:50 GMT 2021","Wed Dec 15 15:51:50 GMT 2021","9","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up failed","Sign up with incorrect data",""
"passed","Wed Dec 15 15:51:49 GMT 2021","Wed Dec 15 15:51:49 GMT 2021","48","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get places lists by user","Get places lists by user",""
"passed","Wed Dec 15 15:51:50 GMT 2021","Wed Dec 15 15:51:50 GMT 2021","13","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in success","Sign in with correct data",""
"passed","Wed Dec 15 15:51:51 GMT 2021","Wed Dec 15 15:51:51 GMT 2021","11","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added with exception","Add list to added (exception)",""
"passed","Wed Dec 15 15:51:51 GMT 2021","Wed Dec 15 15:51:51 GMT 2021","5","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list when unauthorized","Add places list (unauthorized)",""
"passed","Wed Dec 15 15:51:34 GMT 2021","Wed Dec 15 15:51:34 GMT 2021","8","","<Nav/>","","<Nav/>","render unauthorized nav items","render unauthorized nav items",""
"passed","Wed Dec 15 15:51:51 GMT 2021","Wed Dec 15 15:51:51 GMT 2021","9","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list with exception","Add places list (exception)",""
"passed","Wed Dec 15 15:51:49 GMT 2021","Wed Dec 15 15:51:49 GMT 2021","1","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","get all places lists","Get all places lists",""
"passed","Wed Dec 15 15:51:51 GMT 2021","Wed Dec 15 15:51:51 GMT 2021","25","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get all places lists","Get all places lists",""
"passed","Wed Dec 15 15:51:51 GMT 2021","Wed Dec 15 15:51:51 GMT 2021","6","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added when unauthorized","Remove list from added (unauthorized)",""
"passed","Wed Dec 15 15:55:42 GMT 2021","Wed Dec 15 15:55:43 GMT 2021","1346","","SignUp.spec.mjs","Sign up","","","Sing up, sign out, sign in and check session",""
"passed","Wed Dec 15 15:51:36 GMT 2021","Wed Dec 15 15:51:36 GMT 2021","9","","<Unauthorized/>","","<Unauthorized/>","render unauthorized","render unauthorized",""
"passed","Wed Dec 15 15:51:33 GMT 2021","Wed Dec 15 15:51:33 GMT 2021","89","","<PlacesList/>","","<PlacesList/>","render owner places list","render owner places list",""
"passed","Wed Dec 15 15:51:51 GMT 2021","Wed Dec 15 15:51:51 GMT 2021","24","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places list","Get place lists",""
"passed","Wed Dec 15 15:51:33 GMT 2021","Wed Dec 15 15:51:33 GMT 2021","35","","<PlacesList/>","","<PlacesList/>","render other places list when added","render other places list when added",""
"passed","Wed Dec 15 15:51:50 GMT 2021","Wed Dec 15 15:51:50 GMT 2021","112","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up success","Sign up with correct data",""
"broken","Wed Dec 15 15:57:14 GMT 2021","Wed Dec 15 15:57:18 GMT 2021","4139","","Selenide Authorization Tests (E2E)","","com.itmo.kkrukhmalev.places.tests.AuthorizationTest","Sign up and sign in","Sign up and sign in (firefox)",""
"passed","Wed Dec 15 15:51:49 GMT 2021","Wed Dec 15 15:51:49 GMT 2021","1","","Service Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.PlacesServiceTest","add place","Add place",""
"passed","Wed Dec 15 15:55:37 GMT 2021","Wed Dec 15 15:55:38 GMT 2021","615","","a11y/Accessibility.spec.mjs","A11y","","","Sign up accessibility",""
"passed","Wed Dec 15 15:51:33 GMT 2021","Wed Dec 15 15:51:33 GMT 2021","24","","<PlacesList/>","","<PlacesList/>","render other places list when unauthorized","render other places list when unauthorized",""
"passed","Wed Dec 15 15:51:51 GMT 2021","Wed Dec 15 15:51:51 GMT 2021","14","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added","Add list to added",""
"passed","Wed Dec 15 15:51:34 GMT 2021","Wed Dec 15 15:51:34 GMT 2021","19","","<AddPlacesList/>","","<AddPlacesList/>","render add places list item form","render add places list item form",""
"passed","Wed Dec 15 15:51:51 GMT 2021","Wed Dec 15 15:51:51 GMT 2021","15","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","remove list from added with exception","Remove list from added (exception)",""
"broken","Wed Dec 15 15:57:21 GMT 2021","Wed Dec 15 15:57:24 GMT 2021","3506","","Selenide Authorization Tests (E2E)","","com.itmo.kkrukhmalev.places.tests.AuthorizationTest","Sign up and sign in","Sign up and sign in (chrome)",""
"passed","Wed Dec 15 15:55:37 GMT 2021","Wed Dec 15 15:55:37 GMT 2021","647","","a11y/Accessibility.spec.mjs","A11y","","","Sign in accessibility",""
"passed","Wed Dec 15 15:51:50 GMT 2021","Wed Dec 15 15:51:50 GMT 2021","94","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Wed Dec 15 15:51:33 GMT 2021","Wed Dec 15 15:51:33 GMT 2021","15","","<AllPlacesLists/>","","<AllPlacesLists/>","render all places lists","render all places lists",""
"passed","Wed Dec 15 15:51:34 GMT 2021","Wed Dec 15 15:51:34 GMT 2021","23","","<MyPlacesLists/>","","<MyPlacesLists/>","render my places lists","render my places lists",""
"passed","Wed Dec 15 15:51:34 GMT 2021","Wed Dec 15 15:51:34 GMT 2021","31","","<MainPage/>","","<MainPage/>","render authorized main page","render authorized main page",""
"passed","Wed Dec 15 15:51:49 GMT 2021","Wed Dec 15 15:51:49 GMT 2021","5","","Service Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.service.AuthorizationServiceTest","sign up user","Sign up",""
"passed","Wed Dec 15 15:55:39 GMT 2021","Wed Dec 15 15:55:40 GMT 2021","1390","","PlacesList.spec.mjs","Places lists","","","Add new places list",""
"passed","Wed Dec 15 15:51:51 GMT 2021","Wed Dec 15 15:51:51 GMT 2021","7","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added when unauthorized","Add list to added (unauthorized)",""
"passed","Wed Dec 15 15:51:36 GMT 2021","Wed Dec 15 15:51:36 GMT 2021","7","","<PlacesListItem/>","","<PlacesListItem/>","render places list item","render places list item",""
"passed","Wed Dec 15 15:51:34 GMT 2021","Wed Dec 15 15:51:34 GMT 2021","14","","<AddPlacesList/>","","<AddPlacesList/>","not render add places list item form for unauthorized","not render add places list item form for unauthorized",""
"passed","Wed Dec 15 15:51:35 GMT 2021","Wed Dec 15 15:51:35 GMT 2021","8","","<PlaceItem/>","","<PlaceItem/>","render place item","render place item",""
"passed","Wed Dec 15 15:51:35 GMT 2021","Wed Dec 15 15:51:35 GMT 2021","13","","<SignIn/>","","<SignIn/>","render sign in page","render sign in page",""
